28.01.2022;0:10:09;Бот запущен
28.01.2022;0:10:21;Бот остановлен­
28.01.2022;0:15:23;Бот запущен
28.01.2022;0:15:32;Бот остановлен­
28.01.2022;0:16:16;Бот запущен
28.01.2022;0:16:53;Бот остановлен­
31.01.2022;8:29:05;Бот запущен
31.01.2022;8:29:38;Бот остановлен­
31.01.2022;8:29:57;Бот запущен
01.02.2022;18:46:35;Бот остановлен­
02.02.2022;14:20:04;Бот запущен
02.02.2022;20:34:03;Бот остановлен­
03.02.2022;11:43:29;Бот запущен
03.02.2022;13:46:09;Бот остановлен­
